,date,symbol,reportedCurrency,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,sellingGeneralAndAdministrativeExpenses,operatingIncome,interestIncome,interestExpense,incomeBeforeTax,netIncome,operatingIncomeRatio,fillingDate,totalCurrentAssets,totalNonCurrentAssets,totalAssets,totalCurrentLiabilities,totalNonCurrentLiabilities,totalLiabilities,totalEquity,totalLiabilitiesAndTotalEquity,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,cashAtBeginningOfPeriod,cashAtEndOfPeriod,company_name,ceo,phone,website,state,city,country,address,zip,sector,exchangeShortName,exchange,description
1060,2021-12-31,TKO.PA,EUR,2021-12-31,2021-12-31,2021,FY,454632000,179288000,0,396582000,0,34787000,372261000,318653000,0.872314311,2021-12-31,1388431000,3225119000,4613550000,164208000,1400954000,1565162000,3048388000,4613550000,0,0,159875000,671052000,1013554000,Tikehau Capital,Mr. Mathieu Chabran,33140062626,https://www.tikehaucapital.com,ILE-DE-FRANCE,Paris,FR,32 Rue De Monceau,75008,Financial Services,EURONEXT,Paris,"Tikehau Capital is a private equity and venture capital firm specializing in providing a full range of financing products including senior secured loans, equity, senior debt, unitranche, mezzanine, and preferred shares. The firm seeks to make early stage, mezzanine, and turnaround investments and manage long-term capital for institutional and private investors in various asset classes including credit, listed, private equity, and real estate. It invests in all sectors and all countries with a focus on Singapore. The firm prefers to invests between ¢æ0.41 million ($0.5 million) and ¢æ70 million ($82.1073 million). The firm seeks to invest in small and middle market European corporate. It makes balance sheet investments. Tikehau Capital was founded in June 2004 and is based in Paris, France with additional offices across Europe, North America and Asia."
1061,2020-12-31,TKO.PA,EUR,2020-12-31,2020-12-31,2020,FY,16555000,136799000,0,-226447000,0,31943000,-264750000,-206601000,-13.67846572,2020-12-31,1140931000,2877519000,4018450000,136685000,1078008000,1214693000,2803757000,4018450000,0,0,-59334000,1175429000,671052000,Tikehau Capital,Mr. Mathieu Chabran,33140062626,https://www.tikehaucapital.com,ILE-DE-FRANCE,Paris,FR,32 Rue De Monceau,75008,Financial Services,EURONEXT,Paris,"Tikehau Capital is a private equity and venture capital firm specializing in providing a full range of financing products including senior secured loans, equity, senior debt, unitranche, mezzanine, and preferred shares. The firm seeks to make early stage, mezzanine, and turnaround investments and manage long-term capital for institutional and private investors in various asset classes including credit, listed, private equity, and real estate. It invests in all sectors and all countries with a focus on Singapore. The firm prefers to invests between ¢æ0.41 million ($0.5 million) and ¢æ70 million ($82.1073 million). The firm seeks to invest in small and middle market European corporate. It makes balance sheet investments. Tikehau Capital was founded in June 2004 and is based in Paris, France with additional offices across Europe, North America and Asia."
1062,2021-03-31,ALO.PA,EUR,2021-03-31,2021-03-31,2021,FY,8785000000,7400000000,633000000,421000000,4000000,32000000,232000000,247000000,0.047922595,2021-03-31,11167000000,17399000000,28566000000,14829000000,4620000000,19449000000,9117000000,28566000000,-455000000,-1943000000,1457000000,2175000000,1250000000,Alstom SA,Mr. Henri Poupart-Lafarge,33157068000,https://www.alstom.com,ILE-DE-FRANCE,Saint-Ouen,FR,"48, rue Albert Dhalenne",93400,Industrials,EURONEXT,Paris,"Alstom SA offers solutions for rail transport industry in Europe, the Americas, Asia and Pacific, the Middle East, and Africa. The company offers rolling stock solutions for electric buses, tramways, tram-trains and LRVs, metros, suburban trains, regional and intercity trains, high-speed trains, and locomotives; and asset optimization, connectivity, digital passenger, and security and city mobility solutions; and signaling products, such as urban, mainline, and freight and mining signaling. It also provides tram, metro, and main line systems; and tracklaying and track solutions, catenary free and ground feeding solutions, electrification solutions, and electromechanical equipment. In addition, the company provides maintenance, modernization, parts and repair, and support services. Further, it offers various components, including bogies, motors and generators, switchgears, auxiliary converters, traction transformers, components propulsion, and dispen dampers. The company was incorporated in 1992 and is based in Saint-Ouen, France."
1063,2020-03-31,ALO.PA,EUR,2020-03-31,2020-03-31,2020,FY,8201000000,6740000000,591000000,568000000,5000000,57000000,469000000,467000000,0.069259846,2020-03-31,8380000000,4628000000,13008000000,7775000000,1905000000,9680000000,3328000000,13008000000,476000000,-368000000,-1357000000,3432000000,2175000000,Alstom SA,Mr. Henri Poupart-Lafarge,33157068000,https://www.alstom.com,ILE-DE-FRANCE,Saint-Ouen,FR,"48, rue Albert Dhalenne",93400,Industrials,EURONEXT,Paris,"Alstom SA offers solutions for rail transport industry in Europe, the Americas, Asia and Pacific, the Middle East, and Africa. The company offers rolling stock solutions for electric buses, tramways, tram-trains and LRVs, metros, suburban trains, regional and intercity trains, high-speed trains, and locomotives; and asset optimization, connectivity, digital passenger, and security and city mobility solutions; and signaling products, such as urban, mainline, and freight and mining signaling. It also provides tram, metro, and main line systems; and tracklaying and track solutions, catenary free and ground feeding solutions, electrification solutions, and electromechanical equipment. In addition, the company provides maintenance, modernization, parts and repair, and support services. Further, it offers various components, including bogies, motors and generators, switchgears, auxiliary converters, traction transformers, components propulsion, and dispen dampers. The company was incorporated in 1992 and is based in Saint-Ouen, France."
1064,2020-12-31,ALDNX.PA,EUR,2020-12-31,2020-12-31,2020,FY,20249060,14852781,0,2751520,5547,0,2741904,2360762,0.135883839,2020-12-31,11910938,7037265,18948203,7958648,452973,8411621,10536582,18948203,3647000,20000,-3980000,5146000,4834000,DNXCorp SE,Mr. Vincenzo  Carolla,352 27 00 2800,https://www.dnxcorp.com,,Luxembourg,LU,42 Rue de Hollerich,1740,Communication Services,EURONEXT,Paris,"DNXCorp S.E. engages in the development and promotion of Internet-based audience in Luxembourg and internationally. The company offers traffic generation, site development and services, multi-country payment solutions, video streaming technology, CRM analysis, etc. It operates consumer Websites in the entertainment and e-commerce markets. The company also offers Web traders with payment services. DNXCorp S.E. was incorporated in 1999 and is headquartered in Luxembourg, Luxembourg."
1065,2019-12-31,ALDNX.PA,EUR,2019-12-31,2019-12-31,2019,FY,20688878,14425286,0,1385418,4000,36231,1175402,1263305,0.066964385,2019-12-31,11908207,8667151,20575358,8271758,308165,8579923,11995435,20575358,1612000,-451000,-5874000,9860000,5146000,DNXCorp SE,Mr. Vincenzo  Carolla,352 27 00 2800,https://www.dnxcorp.com,,Luxembourg,LU,42 Rue de Hollerich,1740,Communication Services,EURONEXT,Paris,"DNXCorp S.E. engages in the development and promotion of Internet-based audience in Luxembourg and internationally. The company offers traffic generation, site development and services, multi-country payment solutions, video streaming technology, CRM analysis, etc. It operates consumer Websites in the entertainment and e-commerce markets. The company also offers Web traders with payment services. DNXCorp S.E. was incorporated in 1999 and is headquartered in Luxembourg, Luxembourg."
1066,2020-12-31,LR.PA,EUR,2020-12-31,2020-12-31,2020,FY,6099500000,2915700000,1666500000,1065400000,6100000,99300000,961900000,681200000,0.174670055,2020-12-31,4549900000,8357800000,12907700000,2754700000,5247000000,8001700000,4906000000,12907700000,1161900000,-850400000,823700000,1710900000,2791700000,Legrand SA,Mr. Benoit Coquart,33555068787,https://www.legrandgroup.com,NOUVELLE-AQUITAINE,Limoges,FR,128 avenue du Marechal de Lattre de Tsgn,87045,Industrials,EURONEXT,Paris,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures worldwide. The company offers MCBs, RCDs, and din rail equipment, including residual current circuit breakers, RCBOs, add-on modules and accessories, surge protective devices, other control and signaling devices, and time and light-sensitive switches, as well as dimmers, relays, transformers, power supplies, and accessories; ACBs, MCCBs, head equipment, and busbar systems; enclosures and accessories; equipment and accessories; home network, home automation, and hotel equipment; wiring accessories; weatherproof wiring accessories and other installation equipment; lighting management, emergency lighting, access control, and safety equipment; UPS and LCS products, cable management systems, equipment, and accessories; and mosaic wiring accessories. Its products are used in hotels, offices, data centers, industrial sites, shops, hospitals, schools, and universities, as well as residential, commercial, and industrial buildings. Legrand SA was founded in 1865 and is headquartered in Limoges, France."
1067,2019-12-31,LR.PA,EUR,2019-12-31,2019-12-31,2019,FY,6622300000,3184500000,1764400000,1237400000,11900000,91100000,1156200000,834800000,0.18685351,2019-12-31,3599200000,8223600000,11822800000,2056800000,4653900000,6710700000,5112100000,11822800000,1239400000,-656400000,98600000,1022500000,1710900000,Legrand SA,Mr. Benoit Coquart,33555068787,https://www.legrandgroup.com,NOUVELLE-AQUITAINE,Limoges,FR,128 avenue du Marechal de Lattre de Tsgn,87045,Industrials,EURONEXT,Paris,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures worldwide. The company offers MCBs, RCDs, and din rail equipment, including residual current circuit breakers, RCBOs, add-on modules and accessories, surge protective devices, other control and signaling devices, and time and light-sensitive switches, as well as dimmers, relays, transformers, power supplies, and accessories; ACBs, MCCBs, head equipment, and busbar systems; enclosures and accessories; equipment and accessories; home network, home automation, and hotel equipment; wiring accessories; weatherproof wiring accessories and other installation equipment; lighting management, emergency lighting, access control, and safety equipment; UPS and LCS products, cable management systems, equipment, and accessories; and mosaic wiring accessories. Its products are used in hotels, offices, data centers, industrial sites, shops, hospitals, schools, and universities, as well as residential, commercial, and industrial buildings. Legrand SA was founded in 1865 and is headquartered in Limoges, France."
1068,2020-12-31,ALM.PA,EUR,2020-12-31,2020-12-31,2020,FY,3609000,1494000,1586000,-3527000,26000,146000,-3833000,-3846000,-0.977279025,2020-12-31,2532000,2533000,5065000,4300000,2759000,7059000,-1994000,5065000,-784000,-415000,897000,1286000,984000,Alpha MOS SA,Mr. Herve Martin,33562475380,https://www.alpha-mos.com,OCCITANIE,Toulouse,FR,4 rue Brindejonc des Moulinais,31500,Technology,EURONEXT,Paris,"Alpha MOS SA provides sensory analysis solutions worldwide. It offers HERACLES Neo, a flash gas chromatography electronic nose used to analyze products' aroma and chemical molecules composing the smell, with AroChemBase option; and AroChemBase, a smell analysis module designed to identify and characterize the chemical molecules detected when analyzing smell with HERACLES Neo electronic nose or various instruments based on gas chromatography technology. The company also provides ASTREE, an electronic tongue for the sensory analysis of taste; IRIS, a high resolution imaging visual analyzer, which measures the color and shape of products; and AlphaSoft, a sensory analysis software, which allows user to monitor instruments settings, define analysis methods and sequences, run analysis, and perform data acquisition. It serves carbonated soft drinks, soft drinks and juices, water, coffee and tea, oils and fats, diary and milk, flavors and aromas, packaging, and other markets. The company was founded in 1992 and is headquartered in Toulouse, France."
1069,2019-12-31,ALM.PA,EUR,2019-12-31,2019-12-31,2019,FY,4524000,1732000,2478000,-3665000,4000,130000,-3349000,-3350000,-0.810123784,2019-12-31,3596000,2704000,6300000,2604000,2188000,4792000,1508000,6300000,-2858000,-372000,2010000,2506000,1286000,Alpha MOS SA,Mr. Herve Martin,33562475380,https://www.alpha-mos.com,OCCITANIE,Toulouse,FR,4 rue Brindejonc des Moulinais,31500,Technology,EURONEXT,Paris,"Alpha MOS SA provides sensory analysis solutions worldwide. It offers HERACLES Neo, a flash gas chromatography electronic nose used to analyze products' aroma and chemical molecules composing the smell, with AroChemBase option; and AroChemBase, a smell analysis module designed to identify and characterize the chemical molecules detected when analyzing smell with HERACLES Neo electronic nose or various instruments based on gas chromatography technology. The company also provides ASTREE, an electronic tongue for the sensory analysis of taste; IRIS, a high resolution imaging visual analyzer, which measures the color and shape of products; and AlphaSoft, a sensory analysis software, which allows user to monitor instruments settings, define analysis methods and sequences, run analysis, and perform data acquisition. It serves carbonated soft drinks, soft drinks and juices, water, coffee and tea, oils and fats, diary and milk, flavors and aromas, packaging, and other markets. The company was founded in 1992 and is headquartered in Toulouse, France."
1070,2021-12-31,BN.PA,EUR,2021-12-31,2021-12-31,2021,FY,24281000000,12760000000,7843000000,3301000000,156000000,323000000,1995000000,1924000000,0.13594992,2021-12-31,12056000000,33364000000,45420000000,11078000000,16967000000,28045000000,17375000000,45420000000,3474000000,561000000,-4027000000,593000000,659000000,Danone S.A.,Mr. Emmanuel Faber,33144352020,https://www.danone.com,ILE-DE-FRANCE,Paris,FR,17 boulevard Haussmann,75009,Consumer Defensive,EURONEXT,Paris,"Danone S.A. operates in the food and beverage industry in Europe, Noram, Latin America, the Asia Pacific, Africa, and the Middle East. The company operates through three segments: Essential Dairy & Plant-Based, Specialized Nutrition, and Waters. It produces and distributes yogurts; milk products; coffee creamers, drinks, and beverages; plant-based products; and ice creams, desserts, and nutritional powdered protein products under the Actimel, Activia, Alpro, Aptamil, Danette, Danio, Danonino, evian, Nutricia, Nutrilon, Volvic, as well as under the licensed brands, including International Delight, Dunkin' Donuts, and Bailey's. The company also offers specialized nutrition products for pregnant and breastfeeding mothers, infants, and young children under the Aptamil, Nutrilon, Gallia, Cow & Gate, Bl?dina, Bebelac, Olvarit, and Happy Family Organics brands. In addition, it provides tube feeding products under the Nutrison name; oral nutritional supplements under the Fortimel and NutriDrink names; and hypoallergenic products for children with allergies primarily under the Aptamil ProSyneo, Aptamil Pepti Syneo, and Neocate Syneo names. Further, the company offers water with natural fruit extracts, fruit juice, and vitamins under the evian, Volvic, Aqua, Mizone, Bonafont, Villavicencio, Villa del Sur, Hayat, Sirma, Fontvella, Lanjar?n, Salus, Aqua d'Or, and Zywiec Zdroj brands. It distributes its products through retail chains and traditional market outlets; convenience stores; hospitals, clinics, and pharmacies; and e-commerce. The company was formerly known as Groupe Danone and changed its name to Danone S.A. in April 2009. Danone S.A. was incorporated in 1899 and is headquartered in Paris, France."
1071,2020-12-31,BN.PA,EUR,2020-12-31,2020-12-31,2020,FY,23620000000,12267000000,7651000000,3335000000,151000000,358000000,2488000000,1956000000,0.141193903,2020-12-31,10638000000,32139000000,42777000000,10338000000,16140000000,26478000000,16299000000,42777000000,2967000000,-610000000,-2360000000,644000000,593000000,Danone S.A.,Mr. Emmanuel Faber,33144352020,https://www.danone.com,ILE-DE-FRANCE,Paris,FR,17 boulevard Haussmann,75009,Consumer Defensive,EURONEXT,Paris,"Danone S.A. operates in the food and beverage industry in Europe, Noram, Latin America, the Asia Pacific, Africa, and the Middle East. The company operates through three segments: Essential Dairy & Plant-Based, Specialized Nutrition, and Waters. It produces and distributes yogurts; milk products; coffee creamers, drinks, and beverages; plant-based products; and ice creams, desserts, and nutritional powdered protein products under the Actimel, Activia, Alpro, Aptamil, Danette, Danio, Danonino, evian, Nutricia, Nutrilon, Volvic, as well as under the licensed brands, including International Delight, Dunkin' Donuts, and Bailey's. The company also offers specialized nutrition products for pregnant and breastfeeding mothers, infants, and young children under the Aptamil, Nutrilon, Gallia, Cow & Gate, Bl?dina, Bebelac, Olvarit, and Happy Family Organics brands. In addition, it provides tube feeding products under the Nutrison name; oral nutritional supplements under the Fortimel and NutriDrink names; and hypoallergenic products for children with allergies primarily under the Aptamil ProSyneo, Aptamil Pepti Syneo, and Neocate Syneo names. Further, the company offers water with natural fruit extracts, fruit juice, and vitamins under the evian, Volvic, Aqua, Mizone, Bonafont, Villavicencio, Villa del Sur, Hayat, Sirma, Fontvella, Lanjar?n, Salus, Aqua d'Or, and Zywiec Zdroj brands. It distributes its products through retail chains and traditional market outlets; convenience stores; hospitals, clinics, and pharmacies; and e-commerce. The company was formerly known as Groupe Danone and changed its name to Danone S.A. in April 2009. Danone S.A. was incorporated in 1899 and is headquartered in Paris, France."
1072,2021-12-31,ERA.PA,EUR,2021-12-31,2021-12-31,2021,FY,3668000000,1221000000,1149000000,879000000,9000000,114000000,888000000,298000000,0.239640131,2021-12-31,3117000000,3127000000,6243000000,2148000000,2760000000,4908000000,1335000000,6243000000,643000000,-278000000,-1027000000,1461000000,789000000,ERAMET S.A.,Ms. Christel Bories,33145384242,https://www.eramet.com,ILE-DE-FRANCE,Paris,FR,"Tour Maine Montparnasse, 10 boulevard de Grenelle",75015,Basic Materials,EURONEXT,Paris,"ERAMET S.A. operates as a mining and metallurgical company worldwide. It operates through two divisions, Mining and Metals; and High Performance Alloys. The Mining and Metals division extracts and processes manganese ore, nickel ore, and mineral sands. It also produces ferronickel, high purity nickel metal, nickel salts, nickel and cobalt chlorides, nickel carbonate, nickel ferroalloys, and other metallic salts used in stainless steel, catalysis and pigments, and alloy steel and casting; manganese alloys, such as high-carbon ferromanganese, silicomanganese, low and medium-carbon ferromanganese, and low-carbon silicomanganese for use in batteries, fertilizers, pigments, different reagents, construction, and automotive industries; and mineral sands, such as titanium dioxide, high-purity pig iron, zircon, and ilmenite used in ceramics and pigments. This division operates Moanda mine in Gabon; nickel mines in New Caledonia and Indonesia; and mineral sand mine in Senegal and Argentina. The High Performance Alloys division designs, develops, and transforms special steels and super alloys for the aeronautics and power generation sectors; die-forged parts and rolled and forged products; high-performance steels, high-speed steels, aluminum alloys, and titanium alloys; and metal powders to aerospace, energy, defense, automotive, tooling, and additive manufacturing industries. This division also engages in the recycling of catalysts, metal oxides, and batteries. Its products are available in the form of powders, round and flat bars, wires, and strips. The company was incorporated in 1880 and is headquartered in Paris, France."
1073,2020-12-31,ERA.PA,EUR,2020-12-31,2020-12-31,2020,FY,3553000000,1587000000,1110000000,42000000,11000000,138000000,-555000000,-675000000,0.011820996,2020-12-31,3476000000,3006000000,6482000000,1509000000,3976000000,5485000000,997000000,6482000000,309000000,-375000000,969000000,556000000,1461000000,ERAMET S.A.,Ms. Christel Bories,33145384242,https://www.eramet.com,ILE-DE-FRANCE,Paris,FR,"Tour Maine Montparnasse, 10 boulevard de Grenelle",75015,Basic Materials,EURONEXT,Paris,"ERAMET S.A. operates as a mining and metallurgical company worldwide. It operates through two divisions, Mining and Metals; and High Performance Alloys. The Mining and Metals division extracts and processes manganese ore, nickel ore, and mineral sands. It also produces ferronickel, high purity nickel metal, nickel salts, nickel and cobalt chlorides, nickel carbonate, nickel ferroalloys, and other metallic salts used in stainless steel, catalysis and pigments, and alloy steel and casting; manganese alloys, such as high-carbon ferromanganese, silicomanganese, low and medium-carbon ferromanganese, and low-carbon silicomanganese for use in batteries, fertilizers, pigments, different reagents, construction, and automotive industries; and mineral sands, such as titanium dioxide, high-purity pig iron, zircon, and ilmenite used in ceramics and pigments. This division operates Moanda mine in Gabon; nickel mines in New Caledonia and Indonesia; and mineral sand mine in Senegal and Argentina. The High Performance Alloys division designs, develops, and transforms special steels and super alloys for the aeronautics and power generation sectors; die-forged parts and rolled and forged products; high-performance steels, high-speed steels, aluminum alloys, and titanium alloys; and metal powders to aerospace, energy, defense, automotive, tooling, and additive manufacturing industries. This division also engages in the recycling of catalysts, metal oxides, and batteries. Its products are available in the form of powders, round and flat bars, wires, and strips. The company was incorporated in 1880 and is headquartered in Paris, France."
1074,2020-12-31,ALTHE.PA,EUR,2020-12-31,2020-12-31,2020,FY,744055.11,2246455.28,0,-4235343.37,0,261337.06,-4627742.23,-3905245.23,-5.692244181,2020-12-31,6990376.86,3554940.35,10545317.21,3057589.23,10726703.2,13784292.43,-3238975.22,10545317.21,-3322891,-192548,4406001,1454017,2345024,Theraclion SA,Mr. David Caumartin,33155489070,https://www.theraclion.com,ILE-DE-FRANCE,Malakoff,FR,"102, rue Etienne Dolet",92240,Healthcare,EURONEXT,Paris,"Theraclion SA develops echotherapy solutions using high intensity focused ultrasound system. It offers SONOVEIN, a robotic solution for non-invasive echotherapy treatment of varicose veins; ECHOPULSE, a robotic and non-invasive solution for echotherapy treatment of thyroid nodules and breast fibroadenoma; and EPack, a disposable that is installed on the device before treatment and protects the patient's skin and optimizes the image quality. The company was incorporated in 2004 and is based in Malakoff, France."
1075,2019-12-31,ALTHE.PA,EUR,2019-12-31,2019-12-31,2019,FY,2783287.92,3965644.77,0,-4694376.45,0,256637.73,-5060632.9,-3792018.1,-1.686629837,2019-12-31,7055915.44,3456875.27,10512790.71,3867816.08,6724705.42,10592521.5,-79730.79,10512790.71,-3693187,-316389,4524730,938864,1454017,Theraclion SA,Mr. David Caumartin,33155489070,https://www.theraclion.com,ILE-DE-FRANCE,Malakoff,FR,"102, rue Etienne Dolet",92240,Healthcare,EURONEXT,Paris,"Theraclion SA develops echotherapy solutions using high intensity focused ultrasound system. It offers SONOVEIN, a robotic solution for non-invasive echotherapy treatment of varicose veins; ECHOPULSE, a robotic and non-invasive solution for echotherapy treatment of thyroid nodules and breast fibroadenoma; and EPack, a disposable that is installed on the device before treatment and protects the patient's skin and optimizes the image quality. The company was incorporated in 2004 and is based in Malakoff, France."
1076,2021-03-31,SBT.PA,EUR,2021-03-31,2021-03-31,2021,FY,272815000,107777000,43391000,46003000,61000,2270000,42915000,31518000,0.168623426,2021-03-31,293114000,195432000,488546000,87775000,81283000,169058000,319488000,488546000,68917000,-15530000,-13957000,38281000,77690000,Oeneo SA,Mr. Nicolas Heriard Dubreuil,33144134413,https://www.oeneo.com,NOUVELLE-AQUITAINE,Bordeaux,FR,16 Quai Louis XVIII,33000,Consumer Defensive,EURONEXT,Paris,"Oeneo SA operates in the wine industry worldwide. The company manufactures and markets cork stoppers. It also provides solutions in wine making and spirits. Oeneo SA is based in Bordeaux, France. Oeneo SA is a subsidiary of Caspar SAS."
1077,2020-03-31,SBT.PA,EUR,2020-03-31,2020-03-31,2020,FY,290434000,123753000,45966000,44274000,35000,1234000,40651000,28331000,0.15244083,2020-03-31,290299000,192845000,483144000,100285000,96035000,196320000,286824000,483144000,34609000,-17519000,-9954000,31500000,38281000,Oeneo SA,Mr. Nicolas Heriard Dubreuil,33144134413,https://www.oeneo.com,NOUVELLE-AQUITAINE,Bordeaux,FR,16 Quai Louis XVIII,33000,Consumer Defensive,EURONEXT,Paris,"Oeneo SA operates in the wine industry worldwide. The company manufactures and markets cork stoppers. It also provides solutions in wine making and spirits. Oeneo SA is based in Bordeaux, France. Oeneo SA is a subsidiary of Caspar SAS."
1078,2020-12-31,JBOG.PA,EUR,2020-12-31,2020-12-31,2020,FY,224256000,114990000,0,-6397000,40000,4467000,4283000,2340000,-0.028525435,2020-12-31,204152000,184195000,388347000,163679000,125460000,289139000,99208000,388347000,58154000,3780000,-25660000,40463000,76406000,Jacques Bogart S.A.,Mr. David Konckier,33153775555,https://www.groupe-bogart.com,ILE-DE-FRANCE,Paris,FR,76-78 avenue des Champs-Elysees,75007,Consumer Defensive,EURONEXT,Paris,"Jacques Bogart S.A. produces and sells fragrances and cosmetics in Paris and internationally. The company operates a network of 390 perfumeries under own name points of sale, which include 40 in Israel, 32 in France, 95 in Germany, and 224 stores in Belgium and Luxembourg. It markets its fragrance products under the JACQUES BOGART +, CARVEN +, CHEVIGNON +, and TED LAPIDUS + brand names; cosmetic products under the STENDHAL +, METHODE JEANNE PIAUBERT +, and APRIL + brand names; and fashion products under the TED LAPIDUS FASHION + brand name. The company was founded in 1975 and is based in Paris, France."
1079,2019-12-31,JBOG.PA,EUR,2019-12-31,2019-12-31,2019,FY,304500000,158232000,0,45282000,4000,5037000,12825000,10128000,0.14870936,2019-12-31,201702000,208097000,409799000,144736000,164179000,308915000,100884000,409799000,31197000,-6055000,-24942000,39321000,40463000,Jacques Bogart S.A.,Mr. David Konckier,33153775555,https://www.groupe-bogart.com,ILE-DE-FRANCE,Paris,FR,76-78 avenue des Champs-Elysees,75007,Consumer Defensive,EURONEXT,Paris,"Jacques Bogart S.A. produces and sells fragrances and cosmetics in Paris and internationally. The company operates a network of 390 perfumeries under own name points of sale, which include 40 in Israel, 32 in France, 95 in Germany, and 224 stores in Belgium and Luxembourg. It markets its fragrance products under the JACQUES BOGART +, CARVEN +, CHEVIGNON +, and TED LAPIDUS + brand names; cosmetic products under the STENDHAL +, METHODE JEANNE PIAUBERT +, and APRIL + brand names; and fashion products under the TED LAPIDUS FASHION + brand name. The company was founded in 1975 and is based in Paris, France."
1080,2020-12-31,ALPRE.PA,EUR,2020-12-31,2020-12-31,2020,FY,282212,38578,793109,-2487210,0,44044,-2540934,-2250592,-8.81326804,2020-12-31,3808141,288374,4096515,415792,2959035,3374827,721688,4096515,-2108796,-33669,4987906,304079,3149471,Predilife S.A.,Mr. Stephane Ragusa,33142114211,https://www.predilife.com,ILE-DE-FRANCE,Villejuif,FR,114 Rue Edouard Vaillant,94805,Healthcare,EURONEXT,Paris,"Predilife S.A. develops and sells medical techniques and mathematical models. The company provides prevention and breast check-up tests. Its products include MammoRisk, a test for predicting the development of breast cancer based on the patient's individual risk; and DenSeeMammo, a breast density measurement software, as well as a medical device for the prediction of prostate cancer risk. Predilife S.A. was founded in 2004 and is headquartered in Villejuif, France."
1081,2019-12-31,ALPRE.PA,EUR,2019-12-31,2019-12-31,2019,FY,25063,20865,944917,-2422653,0,41167,-2474358,-2102200,-96.66253042,2019-12-31,1062413,287293,1349706,315976,1798018,2113994,-764288,1349706,-2394711,-51099,1264148,1485722,304079,Predilife S.A.,Mr. Stephane Ragusa,33142114211,https://www.predilife.com,ILE-DE-FRANCE,Villejuif,FR,114 Rue Edouard Vaillant,94805,Healthcare,EURONEXT,Paris,"Predilife S.A. develops and sells medical techniques and mathematical models. The company provides prevention and breast check-up tests. Its products include MammoRisk, a test for predicting the development of breast cancer based on the patient's individual risk; and DenSeeMammo, a breast density measurement software, as well as a medical device for the prediction of prostate cancer risk. Predilife S.A. was founded in 2004 and is headquartered in Villejuif, France."
1082,2021-12-31,COVH.PA,EUR,2021-12-31,2021-12-31,2021,FY,299441000,114639000,0,139386000,1269000,49092000,105550000,50290000,0.465487358,2021-12-31,425375000,6430606000,6855981000,224562000,3232753000,3457315000,3398666000,6855981000,158443000,-2991000,-100481000,89301000,144258000,Covivio Hotels, Dominique Ozanne,33158975000,https://www.covivio-hotels.fr,ILE-DE-FRANCE,Paris,FR,"10, Avenue Kleber, Paris Cedex 16",75116,Real Estate,EURONEXT,Paris,"Covivio Hotels specialises in holding lease properties in the hotel industry. Soci?t? d'Investissements Immobiliers Cot?e (SIIC), real estate partner of leading hotel industry operators, Covivio Hotels holds a portfolio worth ¢æ6.6 billion. Covivio Hotels is rated BBB+/Stable outlook by Standard and Poor's."
1083,2020-12-31,COVH.PA,EUR,2020-12-31,2020-12-31,2020,FY,250740000,109872000,0,81928000,1844000,57927000,-381409000,-337396000,0.326744835,2020-12-31,252428000,6553360000,6805788000,403598000,3284478000,3688076000,3117712000,6805788000,80629000,47737000,-184343000,145936000,89301000,Covivio Hotels, Dominique Ozanne,33158975000,https://www.covivio-hotels.fr,ILE-DE-FRANCE,Paris,FR,"10, Avenue Kleber, Paris Cedex 16",75116,Real Estate,EURONEXT,Paris,"Covivio Hotels specialises in holding lease properties in the hotel industry. Soci?t? d'Investissements Immobiliers Cot?e (SIIC), real estate partner of leading hotel industry operators, Covivio Hotels holds a portfolio worth ¢æ6.6 billion. Covivio Hotels is rated BBB+/Stable outlook by Standard and Poor's."
